messageid,offsetTime,logDateTime,time(millisecond),latitude,longitude,satnum,gpsHealth,altitude,baroAlt,height,accelX,accelY,accelZ,accel,gyroX,gyroY,gyroZ,gyro,errorX,errorY,errorZ,error,magX,magY,magZ,magMod,velN,velE,velD,vel,velH,quatW,quatX,quatY,quatZ,roll,pitch,yaw,yaw360,magYawX,thrustAngle,latitudeHP,longitudeHP,imuTemp,flyc_state,flycStateStr,nonGPSError,nonGPSErrStr,DWflyCState,connectedToRC,current,volt1,volt2,volt3,volt4,volt5,volt6,totalVolts,voltSpread,Watts,batteryTemp(C),ratedCapacity,remainingCapacity,percentageCapacity,batteryUsefulTime,voltagePercent,batteryCycleCount,batteryLifePercentage,batteryBarCode,minCurrent,maxCurrent,avgCurrent,minVolts,maxVolts,avgVolts,minWatts,maxWatts,avgWatts,Gimbal:roll,Gimbal:pitch,Gimbal:yaw,Gimbal:Xroll,Gimbal:Xpitch,Gimbal:Xyaw,rFront,lFront,lBack,rBack,rFrontSpeed,lFrontSpeed,lBackSpeed,rBackSpeed,rFrontLoad,lFrontLoad,lBackLoad,rBackLoad,aileron,elevator,throttle,rudder,modeSwitch,latitudeTablet,longitudeTablet,droneModel
977004,1628.34,0,785600,41.29390632944357,-72.9646873754927,9,5,-181.81578500061036,-180.1706667480469,1.2,-0.05663084611296654,0.10175670683383942,-1.0544956922531128,1.06090652043312,0.32778412103652954,-0.05714023858308792,0.12348559498786926,0.3549029853897126,0.41432058811187744,-0.1365286111831665,-0.6638530492782593,0.7943566468791076,224,534,1349,1468.0371248711663,0.03552529588341713,-0.008972937241196632,-0.011178916320204735,0.03830833356376818,0.03664096410220107,0.7028884887695312,-0.04344290494918823,-0.0029263996984809637,-0.7099661231040955,-3.262795342590865,-3.7789138710854826,-90.68170124229346,269.31829875770654,-77.56790603793748,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.882256410375865,-5.10112763539767,-90.72941889651133,-3.503097958484606,-3.737860788157584,-90.7825436745329,4315,6541,6767,5677,0,0,0,0,0,0,0,0,0,0,6924,90,0,0,0,0
977007,1628.345,0,785600,41.29390633130773,-72.96468737690397,9,5,-181.81578500061036,-180.1760357940674,1.2,-0.05648885667324066,0.09796490520238876,-1.0551767349243164,1.0612191364205152,0.3564727008342743,-0.05387703701853752,0.13292860984802246,0.3842467135501703,0.4175068736076355,-0.14568054676055908,-0.673198938369751,0.8054387759701152,224,534,1349,1468.0371248711663,0.037612829357385635,-0.009701338596642017,-0.010785105638206005,0.040313265886824025,0.03884380134377308,0.7031443119049072,-0.04295305535197258,-0.0036160165909677744,-0.7097393870353699,-3.168440397458541,-3.7933013761511942,-90.63983502174496,269.36016497825506,-77.55531070147805,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.882256410375865,-5.10112763539767,-90.72941889651133,-3.503097958484606,-3.737860788157584,-90.7825436745329,4315,6541,6767,5677,0,0,0,0,0,0,0,0,0,0,6924,90,0,0,0,0
977008,1628.3466666666666,0,785600,41.29390633130773,-72.96468737690397,9,5,-181.81578500061036,-180.1760357940674,1.2,-0.05648885667324066,0.09796490520238876,-1.0551767349243164,1.0612191364205152,0.3564727008342743,-0.05387703701853752,0.13292860984802246,0.3842467135501703,0.4175068736076355,-0.14568054676055908,-0.673198938369751,0.8054387759701152,224,534,1349,1468.0371248711663,0.037612829357385635,-0.009701338596642017,-0.010785105638206005,0.040313265886824025,0.03884380134377308,0.7031443119049072,-0.04295305535197258,-0.0036160165909677744,-0.7097393870353699,-3.168440397458541,-3.7933013761511942,-90.63983502174496,269.36016497825506,-77.55531070147805,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.34931724000728,-5.127222373121703,-90.72941889651133,-3.168440397458541,-3.7933013761511942,-90.63983502174496,4539,6613,6636,5965,0,0,0,0,0,0,0,0,0,0,7469,257,0,0,0,0
977010,1628.35,0,785600,41.29390633326307,-72.96468737837515,9,5,-181.11540608825683,-180.17902694091796,1.2,-0.05106741562485695,0.10171224921941757,-1.0603094100952148,1.0664001630327788,0.3901044726371765,-0.06181041896343231,0.13832297921180725,0.4184916654391037,0.49025678634643555,-0.19955986738204956,-0.7168901562690735,0.8911270130479563,224,534,1349,1468.0371248711663,0.04006410762667656,-0.0106991371139884,-0.012534604407846928,0.04332113297880219,0.04146811130140661,0.7034159898757935,-0.04241260513663292,-0.0043642218224704266,-0.7094984650611877,-3.0653305062948615,-3.8082810568632652,-90.59523742187233,269.4047625781277,-77.53981254075926,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.34931724000728,-5.127222373121703,-90.72941889651133,-3.168440397458541,-3.7933013761511942,-90.63983502174496,4539,6613,6636,5965,0,0,0,0,0,0,0,0,0,0,7469,257,0,0,0,0
977013,1628.355,0,785600,41.2939063353274,-72.96468737991296,9,5,-181.11540608825683,-180.1819805419922,1.2,-0.048993177711963654,0.10301575809717178,-1.060846209526062,1.0669616947878047,0.43192046880722046,-0.05786107853055,0.14788386225700378,0.460187823067295,0.5419164896011353,-0.2269074022769928,-0.7244356870651245,0.9327204916818486,224,534,1349,1468.0371248711663,0.042773693799972534,-0.011833674274384975,-0.01454730611294508,0.04670384184700204,0.04438045434790015,0.7037041783332825,-0.04180937260389328,-0.005182038992643356,-0.7092429995536804,-2.9515914231734617,-3.823762848855377,-90.54775563242667,269.4522443675733,-77.52028549386874,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.34931724000728,-5.127222373121703,-90.72941889651133,-3.168440397458541,-3.7933013761511942,-90.63983502174496,4539,6613,6636,5965,0,0,0,0,0,0,0,0,0,0,7469,257,0,0,0,0
977016,1628.36,0,785600,41.29390633750718,-72.96468738153008,9,5,-182.89384939270022,-180.18888896484376,1.2,-0.04361320286989212,0.10469391942024231,-1.0610966682434082,1.0671406034751953,0.4645959436893463,-0.06366915255784988,0.1604854166507721,0.495639708697357,0.6058557033538818,-0.2812201976776123,-0.7227176427841187,0.9841070694084537,224,534,1349,1468.0371248711663,0.045802969485521317,-0.013239775784313679,-0.011599544435739517,0.04906886087558169,0.047678125765496446,0.7040149569511414,-0.04114234447479248,-0.0060663605108857155,-0.7089664936065674,-2.8274311795505573,-3.8394107333572305,-90.49635431429382,269.50364568570615,-77.49601117009541,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.34931724000728,-5.127222373121703,-90.72941889651133,-3.168440397458541,-3.7933013761511942,-90.63983502174496,4539,6613,6636,5965,0,0,0,0,0,0,0,0,0,0,7469,257,0,0,0,0
977019,1628.365,0,785600,41.2939063398196,-72.96468738323799,9,5,-182.89384939270022,-180.1958349334717,1.2,-0.04448722302913666,0.10798628628253937,-1.0640093088150024,1.0703999067091317,0.5005021691322327,-0.06271100044250488,0.17784439027309418,0.5348492479514003,0.6456135511398315,-0.271952748298645,-0.7462131381034851,1.0235278218987607,224,534,1349,1468.0371248711663,0.04903103783726692,-0.014599539339542389,-0.008843926712870598,0.05191728286446597,0.051158471637905156,0.7043546438217163,-0.04041941836476326,-0.007014170289039612,-0.7086617946624756,-2.6937715564755718,-3.855627971494763,-90.43997993963374,269.56002006036624,-77.46819155494957,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,11.34931724000728,-5.127222373121703,-90.72941889651133,-3.168440397458541,-3.7933013761511942,-90.63983502174496,4539,6613,6636,5965,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977020,1628.3666666666666,0,785700,41.2939063398196,-72.96468738323799,9,5,-182.89384939270022,-180.1958349334717,1.1,-0.04448722302913666,0.10798628628253937,-1.0640093088150024,1.0703999067091317,0.5005021691322327,-0.06271100044250488,0.17784439027309418,0.5348492479514003,0.6456135511398315,-0.271952748298645,-0.7462131381034851,1.0235278218987607,224,534,1349,1468.0371248711663,0.04903103783726692,-0.014599539339542389,-0.008843926712870598,0.05191728286446597,0.051158471637905156,0.7043546438217163,-0.04041941836476326,-0.007014170289039612,-0.7086617946624756,-2.6937715564755718,-3.855627971494763,-90.43997993963374,269.56002006036624,-77.46819155494957,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,10.603664634543343,-5.007643690001351,-90.72941889651133,-2.6937715564755718,-3.855627971494763,-90.43997993963374,4859,6530,6274,6322,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977022,1628.37,0,785700,41.29390634226933,-72.96468738503121,9,5,-183.25435142211916,-180.20328151245118,1.1,-0.03977328538894653,0.10442285984754562,-1.0632076263427734,1.0690633772619869,0.5210109949111938,-0.07595165073871613,0.18815647065639496,0.5591278632997633,0.6141027212142944,-0.32480448484420776,-0.7350924611091614,1.0114252478345775,224,534,1349,1468.0371248711663,0.052101556211709976,-0.016223562881350517,-0.005378216505050659,0.054833396438870245,0.054569003584884236,0.7047204971313477,-0.039657868444919586,-0.008021351881325245,-0.7083304524421692,-2.5523331554433217,-3.873531480017401,-90.37907826350099,269.620921736499,-77.43998905900662,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,10.603664634543343,-5.007643690001351,-90.72941889651133,-2.6937715564755718,-3.855627971494763,-90.43997993963374,4859,6530,6274,6322,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977025,1628.375,0,785700,41.29390634484743,-72.96468738692033,9,5,-183.25435142211916,-180.21077815246582,1.1,-0.04074157401919365,0.1097913533449173,-1.065366506576538,1.071783471816004,0.550163984298706,-0.0859183520078659,0.20197036862373352,0.5923296401778162,0.6774308681488037,-0.33230265974998474,-0.7669389247894287,1.075887054088356,224,534,1349,1468.0371248711663,0.0554887056350708,-0.017885077744722366,-0.0020775538869202137,0.058336855324428984,0.05829984956232993,0.7051085233688354,-0.03887327015399933,-0.009091726504266262,-0.7079747915267944,-2.4040522450234363,-3.8947389459485726,-90.31419437417534,269.6858056258246,-77.41536360849832,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,10.603664634543343,-5.007643690001351,-90.72941889651133,-2.6937715564755718,-3.855627971494763,-90.43997993963374,4859,6530,6274,6322,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977028,1628.38,0,785700,41.29390634756607,-72.96468738891042,9,5,-183.25606601257326,-180.21829982299806,1.1,-0.037112101912498474,0.10583087801933289,-1.0617038011550903,1.0676106238876955,0.577968418598175,-0.09429620206356049,0.21593022346496582,0.6241515264950629,0.6634243726730347,-0.39131811261177063,-0.7443726658821106,1.071145381928657,247,560,1331,1464.98122854868,0.05880583077669144,-0.019841667264699936,0.000855129212141037,0.0620689031572928,0.0620630122792951,0.7055221199989319,-0.038054924458265305,-0.010227298364043236,-0.7075915336608887,-2.2479280861348756,-3.9185585409512718,-90.24472238478535,269.75527761521465,-75.75389518144442,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,10.603664634543343,-5.007643690001351,-90.72941889651133,-2.6937715564755718,-3.855627971494763,-90.43997993963374,4859,6530,6274,6322,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977031,1628.385,0,785700,41.29390635042203,-72.96468739101623,9,5,-183.25606601257326,-180.22587155456543,1.1,-0.0340363010764122,0.1095680519938469,-1.0596884489059448,1.065881436442805,0.6024013757705688,-0.1070905476808548,0.22821810841560364,0.6530232062811059,0.7407138347625732,-0.4101979434490204,-0.7096356749534607,1.104763381446514,247,560,1331,1464.98122854868,0.06252313405275345,-0.021903954446315765,0.003693282837048173,0.06635183381248244,0.06624896612147886,0.7059594988822937,-0.03720947727560997,-0.011426463723182678,-0.7071818113327026,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,269.8290696358287,-75.72510901275794,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,10.603664634543343,-5.007643690001351,-90.72941889651133,-2.6937715564755718,-3.855627971494763,-90.43997993963374,4859,6530,6274,6322,0,0,0,0,0,0,0,0,0,909,6803,0,0,0,0,0
977032,1628.3866666666668,0,785700,41.29390635042203,-72.96468739101623,9,5,-183.25606601257326,-180.22587155456543,1.1,-0.0340363010764122,0.1095680519938469,-1.0596884489059448,1.065881436442805,0.6024013757705688,-0.1070905476808548,0.22821810841560364,0.6530232062811059,0.7407138347625732,-0.4101979434490204,-0.7096356749534607,1.104763381446514,247,560,1331,1464.98122854868,0.06252313405275345,-0.021903954446315765,0.003693282837048173,0.06635183381248244,0.06624896612147886,0.7059594988822937,-0.03720947727560997,-0.011426463723182678,-0.7071818113327026,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,269.8290696358287,-75.72510901275794,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,9.58796000967544,-4.717369614899095,-90.72941889651133,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,5115,6584,6015,6485,0,0,0,0,0,0,0,0,0,772,6666,0,0,0,0,0
977034,1628.39,0,785700,41.29390635343446,-72.96468739323338,9,5,-184.69127834472658,-180.23510781555177,1.1,-0.031714070588350296,0.11068160086870193,-1.0565977096557617,1.0628522564749736,0.6287599802017212,-0.11247432231903076,0.2399880290031433,0.6823370427795985,0.7766596078872681,-0.44324547052383423,-0.6822611093521118,1.1247874977069554,247,560,1331,1464.98122854868,0.06640642881393433,-0.024120179936289787,0.010572304017841816,0.07143787846951222,0.07065123401596834,0.7064183950424194,-0.03633551299571991,-0.012685410678386688,-0.7067474126815796,-1.9143437713460727,-3.9749980491056642,-90.09312038962659,269.9068796103734,-75.69778392642039,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,9.58796000967544,-4.717369614899095,-90.72941889651133,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,5115,6584,6015,6485,0,0,0,0,0,0,0,0,0,772,6666,0,0,0,0,0
977037,1628.395,0,785700,41.29390635657274,-72.96468729557907,10,5,-184.69127834472658,-180.24444419860842,1.1,-0.029503095895051956,0.10634692758321762,-1.052138328552246,1.0579107543089337,0.6433926820755005,-0.12034336477518082,0.2489699274301529,0.7003018588853623,0.7723594903945923,-0.4605502486228943,-0.6280491352081299,1.096855245757107,247,560,1331,1464.98122854868,0.07232245057821274,-0.029019486159086227,0.017264658585190773,0.07981688963270006,0.07792732148980498,0.7068876028060913,-0.03543398901820183,-0.013994255103170872,-0.7062991857528687,-1.7379003470898824,-4.006570191805782,-90.01308175886335,269.98691824113666,-75.67095159717037,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,9.58796000967544,-4.717369614899095,-90.72941889651133,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,5115,6584,6015,6485,0,0,0,0,0,0,0,0,0,772,6666,0,0,0,0,0
977040,1628.4,0,785700,41.293906359918225,-72.96468729805389,10,5,-182.58484765319824,-180.25136513671876,1.1,-0.03135981410741806,0.10901989787817001,-1.049518346786499,1.0556313448906698,0.6660038232803345,-0.12023742496967316,0.2591557800769806,0.7246929345141079,0.8203305602073669,-0.43693897128105164,-0.5938947796821594,1.1029818230451474,247,560,1331,1464.98122854868,0.07642409205436707,-0.031204182654619217,0.017942866310477257,0.0844765607308493,0.0825490330741506,0.7073730826377869,-0.0345066599547863,-0.015341966412961483,-0.7058309316635132,-1.556373076486258,-4.0394154815647845,-89.92984563909648,270.07015436090353,-75.6435940247758,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,9.58796000967544,-4.717369614899095,-90.72941889651133,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,5115,6584,6015,6485,0,0,0,0,0,0,0,0,0,772,6666,0,0,0,0,0
977043,1628.405,0,785700,41.293906363445785,-72.96468730065087,10,5,-182.58484765319824,-180.2582860748291,1.1,-0.028200170025229454,0.1033909022808075,-1.0448195934295654,1.0503013429860089,0.6735107898712158,-0.12054669111967087,0.26954448223114014,0.7353927635720273,0.8001223802566528,-0.4608871638774872,-0.5341437458992004,1.066734429226804,247,560,1331,1464.98122854868,0.0804247111082077,-0.03350862115621567,0.01867539994418621,0.08910517612184357,0.08712612609676533,0.7078757286071777,-0.03355318307876587,-0.01671551540493965,-0.705341637134552,-1.370798654791371,-4.072474444976681,-89.84326718462594,270.1567328153741,-75.61397231126203,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,9.58796000967544,-4.717369614899095,-90.72941889651133,-2.0846277880591986,-3.9454399377570444,-90.17093036417127,5115,6584,6015,6485,0,0,0,0,0,0,0,0,0,772,6666,0,0,0,0,0
977044,1628.4066666666668,0,785700,41.293906363445785,-72.96468730065087,10,5,-182.58484765319824,-180.2582860748291,1.1,-0.028200170025229454,0.1033909022808075,-1.0448195934295654,1.0503013429860089,0.6735107898712158,-0.12054669111967087,0.26954448223114014,0.7353927635720273,0.8001223802566528,-0.4608871638774872,-0.5341437458992004,1.066734429226804,247,560,1331,1464.98122854868,0.0804247111082077,-0.03350862115621567,0.01867539994418621,0.08910517612184357,0.08712612609676533,0.7078757286071777,-0.03355318307876587,-0.01671551540493965,-0.705341637134552,-1.370798654791371,-4.072474444976681,-89.84326718462594,270.1567328153741,-75.61397231126203,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,3.786072894681033,-6.144927389642773,-90.72941889651133,-1.370798654791371,-4.072474444976681,-89.84326718462594,5450,5974,5582,7336,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977046,1628.41,0,785700,41.2939063671482,-72.96468730337145,10,5,-185.40890328369142,-180.26844846496584,1.1,-0.02643045410513878,0.10826031863689423,-1.0380241870880127,1.0439890222005668,0.6927415728569031,-0.11604060977697372,0.27575957775115967,0.754585750331376,0.8674639463424683,-0.46409308910369873,-0.45218250155448914,1.0827488666675842,247,560,1331,1464.98122854868,0.08476202189922333,-0.0358290821313858,0.027598809450864792,0.09607298145642795,0.09202349418937537,0.7083917856216431,-0.03257260099053383,-0.0181081835180521,-0.7048349380493164,-1.1816237584336868,-4.105156659895731,-89.75394914486824,270.2460508551318,-75.58099002929046,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,3.786072894681033,-6.144927389642773,-90.72941889651133,-1.370798654791371,-4.072474444976681,-89.84326718462594,5450,5974,5582,7336,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977049,1628.415,0,785700,41.29390637103843,-72.96468730622675,10,5,-185.40890328369142,-180.27876103820802,1.1,-0.021881775930523872,0.10394308716058731,-1.0326783657073975,1.0381269597146818,0.7080655097961426,-0.11550352722406387,0.280220627784729,0.7702086932774382,0.8615579605102539,-0.5019221305847168,-0.3862849175930023,1.0693100495408814,247,560,1331,1464.98122854868,0.08906981348991394,-0.03833869472146034,0.03656918928027153,0.10363683125554213,0.09697054804461706,0.7089163064956665,-0.031557127833366394,-0.019526349380612373,-0.704315721988678,-0.9876730894843544,-4.137380762751242,-89.66264639653123,270.3373536034688,-75.54372405770073,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,3.786072894681033,-6.144927389642773,-90.72941889651133,-1.370798654791371,-4.072474444976681,-89.84326718462594,5450,5974,5582,7336,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977052,1628.42,0,785700,41.29390637511066,-72.96468730922845,10,5,-187.18245312194824,-180.2907882019043,1.1,-0.022680358961224556,0.10126538574695587,-1.0227112770080566,1.0279627586408662,0.7302407026290894,-0.11580871045589447,0.28090915083885193,0.7909317873361066,0.8978404402732849,-0.48903191089630127,-0.2839853763580322,1.0610925313327897,241,599,1331,1479.3387036105019,0.09355900436639786,-0.040783852338790894,0.05054421350359917,0.11389173555759596,0.10206179456399908,0.7094442248344421,-0.03050825744867325,-0.020977064967155457,-0.7037883996963501,-0.7884711911757548,-4.169869083241118,-89.57010689509774,270.42989310490225,-76.9092833225455,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,3.786072894681033,-6.144927389642773,-90.72941889651133,-1.370798654791371,-4.072474444976681,-89.84326718462594,5450,5974,5582,7336,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977055,1628.425,0,785700,41.29390637937935,-72.96468731236352,10,5,-187.18245312194824,-180.303028125,1.1,-0.021537665277719498,0.09673639386892319,-1.0177451372146606,1.0225590277575505,0.7621285915374756,-0.11747942119836807,0.27816271781921387,0.8197657604636652,0.89866703748703,-0.5107349157333374,-0.23859703540802002,1.0608398294372012,241,599,1331,1479.3387036105019,0.09805234521627426,-0.04333753138780594,0.06452974677085876,0.12512590558118508,0.10720263070093236,0.7099696397781372,-0.02941303327679634,-0.022477108985185623,-0.7032586932182312,-0.5815779872591025,-4.202967361863229,-89.47718952112585,270.52281047887413,-76.87857966161764,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,3.786072894681033,-6.144927389642773,-90.72941889651133,-1.370798654791371,-4.072474444976681,-89.84326718462594,5450,5974,5582,7336,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977056,1628.4266666666667,0,785700,41.29390637937935,-72.96468731236352,10,5,-187.18245312194824,-180.303028125,1.1,-0.021537665277719498,0.09673639386892319,-1.0177451372146606,1.0225590277575505,0.7621285915374756,-0.11747942119836807,0.27816271781921387,0.8197657604636652,0.89866703748703,-0.5107349157333374,-0.23859703540802002,1.0608398294372012,241,599,1331,1479.3387036105019,0.09805234521627426,-0.04333753138780594,0.06452974677085876,0.12512590558118508,0.10720263070093236,0.7099696397781372,-0.02941303327679634,-0.022477108985185623,-0.7032586932182312,-0.5815779872591025,-4.202967361863229,-89.47718952112585,270.52281047887413,-76.87857966161764,0,41.29448715294718,-72.96442396282784,64,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,2.6836974381139003,-6.254283840896554,-90.72941889651133,-0.5815779872591025,-4.202967361863229,-89.47718952112585,6109,5714,5078,7649,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
977058,1628.43,0,785700,41.29390638383883,-72.96468731564434,10,5,-185.77802832641603,-180.3142668273926,1.1,-0.019243581220507622,0.08367827534675598,-1.0076229572296143,1.0112746378305701,0.793639600276947,-0.12460530549287796,0.27384138107299805,0.8487516711457437,0.8519120812416077,-0.5324046611785889,-0.13433873653411865,1.0135362911823527,241,599,1331,1479.3387036105019,0.10231190919876099,-0.04599954932928085,0.07427482306957245,0.1345378558042633,0.11217702662485067,0.7104879021644592,-0.028268976137042046,-0.02404087595641613,-0.7027302980422974,-0.3656084007888749,-4.237673352781373,-89.38450516507895,270.61549483492104,-76.84615671530291,0,41.29448715294718,-72.96442396282784,65,6,GPS_ATTI,0,UNKNOWN,7,1,2.549,3.714,3.721,3.714,3.717,0,0,14.864,0.007000000000000117,37.888336,47,4210,1052,25,206,56,0,0,0,0,0,0,0,0,0,0,0,0,2.6836974381139003,-6.254283840896554,-90.72941889651133,-0.5815779872591025,-4.202967361863229,-89.47718952112585,6109,5714,5078,7649,0,0,0,0,0,0,0,0,0,924,4075,0,0,0,0,0
